标题,标题链接,缩略图,right-info,right-info1
外青松公路3858号向北50米,https://www.haodiaoyu.com/diaochang/shanghai/49185.html,http://p1.diaoyur.cn/group1/M00/0D/B0/cjd0iVm-XteAVnf0AAE-IXQzNI0641.jpg!thum,上海市青浦区外青松公路3858号,免费
野钓,https://www.haodiaoyu.com/diaochang/shanghai/49156.html,http://p1.diaoyur.cn/group1/M00/0D/A9/cjd0iVm91neADm8IAAGX7cjl2zE615.jpg!thum,上海市青浦区淀山湖大道,免费
野钓,https://www.haodiaoyu.com/diaochang/shanghai/49155.html,http://p1.diaoyur.cn/group1/M00/0D/A8/cjd0iVm90KSAcFHoAADpfmr9cKk390.jpg!thum,上海市青浦区天思桥路,免费
浦东曹路讯建钓场,https://www.haodiaoyu.com/diaochang/shanghai/49108.html,http://p1.diaoyur.cn/group1/M00/0D/97/cjd0iVm8fyGAECUsAADtKO4sIm0089.jpg!thum,上海市浦东新区东凌路,100元/天
水闸,https://www.haodiaoyu.com/diaochang/shanghai/49102.html,http://p1.diaoyur.cn/group1/M00/0D/95/cjd0iVm8UdKAFocdAACAAOUywsg214.jpg!thum,上海市金山区松金公路6497号,免费
湄星路野河,https://www.haodiaoyu.com/diaochang/shanghai/48854.html,http://p1.diaoyur.cn/group1/M00/0C/F4/cjd0iVmwzT-AMdTbAAGDgJ2kYnw544.jpg!thum,上海市宝山区Y055(湄星路),免费
银泽路通波塘,https://www.haodiaoyu.com/diaochang/shanghai/48691.html,http://p1.diaoyur.cn/group1/M00/0C/78/cjd0iVmoxXyAQqtSAAE7LcTCOEE220.jpg!thum,上海市松江区银泽路,免费
复旦实验中学旁边,https://www.haodiaoyu.com/diaochang/shanghai/48194.html,http://p1.diaoyur.cn/group1/M00/0B/88/cjd0iVmTrNiAaI_4AACfrzN0O6w219.jpg!thum,上海市青浦区,免费
吕浦村水闸,https://www.haodiaoyu.com/diaochang/shanghai/47937.html,http://p1.diaoyur.cn/group1/M00/0B/2A/cjd0iVmMQ7eAfYTMAADfqIvPXjY636.jpg!thum,上海市嘉定区墨玉南路,免费
金山区后岗垂钓中心,https://www.haodiaoyu.com/diaochang/shanghai/47919.html,http://p1.diaoyur.cn/group1/M00/0B/23/cjd0iVmLxpCAeoYYAACd1-DVsqc410.jpg!thum,上海市金山区,30元/天
南阳河,https://www.haodiaoyu.com/diaochang/shanghai/47746.html,http://p1.diaoyur.cn/group1/M00/0A/C9/cjd0iVmDyMOAILEQAAE20PkyRlk095.jpg!thum,上海市浦东新区金科南路,免费
陈广路,https://www.haodiaoyu.com/diaochang/shanghai/46964.html,http://p1.diaoyur.cn/group1/M00/09/63/cjd0iVlhcnOAQs_LAAFUzne9fQg109.jpg!thum,上海市宝山区陈广路14号,免费
自然河,https://www.haodiaoyu.com/diaochang/shanghai/46871.html,http://p5.diaoyur.cn/group5/M00/01/5A/cjd0iV1htXfxuI9cFwi7VH-2WsM5O.jpg!thum,上海市浦东新区赵高路1055号,免费
自然河,https://www.haodiaoyu.com/diaochang/shanghai/46693.html,http://p2.diaoyur.cn/group2/M00/05/5D/cjd0iVP6tmK2lfMYQ1UixrjR0o7GA.jpg!thum,上海市浦东新区顾曹公路155号,免费
南翔  金银湖,https://www.haodiaoyu.com/diaochang/shanghai/46685.html,http://p3.diaoyur.cn/group3/M00/05/5A/cjd0iVGvQ-Osa0R2UdS6rfcBJen3H.jpg!thum,上海市嘉定区芳林路,免费
芳华路,https://www.haodiaoyu.com/diaochang/shanghai/46683.html,http://p3.diaoyur.cn/group3/M00/05/5A/cjd0iVtaTOBANbPWDZugMJw1lCe5z.jpg!thum,上海市嘉定区瑞林路,免费
野河,https://www.haodiaoyu.com/diaochang/shanghai/46617.html,http://p5.diaoyur.cn/group5/M00/01/5B/cjd0iVTDBHSRC8P7EM4-vd01kXgh6.jpg!thum,上海市浦东新区志伟路149号,免费
野河,https://www.haodiaoyu.com/diaochang/shanghai/46616.html,http://p2.diaoyur.cn/group2/M00/05/5D/cjd0iVOgjCvoILw5c76zpXr0Dba8n.jpg!thum,上海市浦东新区G1501(上海绕城高速),免费
小天地垂钓中心,https://www.haodiaoyu.com/diaochang/shanghai/46416.html,http://p3.diaoyur.cn/group3/M00/05/5B/cjd0iVAH9i6Ra7lZ1C3-gD0VpN4ys.jpg!thum,上海市嘉定区墨玉北路1086号,150元/天
,,,,
,,,,
杨家庄钓场,https://www.haodiaoyu.com/diaochang/shanghai/46310.html,http://p2.diaoyur.cn/group2/M00/05/5E/cjd0iVQXjVk0wWntMHiu2YxJ1KEN3.jpg!thum,上海市青浦区凤联路,100元/天
朱家角,https://www.haodiaoyu.com/diaochang/shanghai/45607.html,http://p2.diaoyur.cn/group2/M00/05/61/cjd0iVkrcVYBux4TCfDdsyztpvjJG.jpg!thum,上海市青浦区沙家埭路,免费
三和园,https://www.haodiaoyu.com/diaochang/shanghai/45441.html,http://p4.diaoyur.cn/group4/M00/05/60/cjd0iVW1PtudLYzf2IEQTb5VsBJvk.jpg!thum,上海市浦东新区绿林路385号,免费
沪南路,https://www.haodiaoyu.com/diaochang/shanghai/45438.html,http://p6.diaoyur.cn/group6/M00/01/60/cjd0iVSVNqxhp1rQyX9ZB5PRfAlnz.jpg!thum,上海市浦东新区沪南路2090号,免费
长兴岛兴奔路,https://www.haodiaoyu.com/diaochang/shanghai/45348.html,http://p5.diaoyur.cn/group5/M00/01/60/cjd0iVTIS63qonyp9DrP5Q4blH8v-.jpg!thum,上海市崇明县兴奔路,免费
野钓,https://www.haodiaoyu.com/diaochang/shanghai/45341.html,http://p5.diaoyur.cn/group5/M00/01/60/cjd0iVvQToNCXthc6f1aLVuBb0eWy.jpg!thum,上海市青浦区新胜路440号,免费
野钓,https://www.haodiaoyu.com/diaochang/shanghai/45264.html,http://p2.diaoyur.cn/group2/M00/05/63/cjd0iVVJIOz-mlEefnpTdiWUYSxhQ.jpg!thum,上海市青浦区外青松公路4690号,免费
界龙,https://www.haodiaoyu.com/diaochang/shanghai/45097.html,http://p6.diaoyur.cn/group6/M00/01/61/cjd0iVSP9u67dcnh81AtkyGKDiUlH.jpg!thum,上海市浦东新区栏学路206号,免费
龙吴路三千号3号门到底,https://www.haodiaoyu.com/diaochang/shanghai/45005.html,http://p4.diaoyur.cn/group4/M00/05/62/cjd0iVn82syGzM0gidTbQpkRA7fWD.jpg!thum,上海市闵行区龙吴路,免费
恵新港桥,https://www.haodiaoyu.com/diaochang/shanghai/44769.html,http://p2.diaoyur.cn/group2/M00/05/65/cjd0iVP2szSlBM1-RObU9xNgnKFyZ.jpg!thum,上海市浦东新区卫星港桥,免费
吕家浜,https://www.haodiaoyu.com/diaochang/shanghai/44719.html,http://p4.diaoyur.cn/group4/M00/05/63/cjd0iVawhPkLOiuMo-dxp8VmjeYsc.jpg!thum,上海市浦东新区中环路,免费
七滧河,https://www.haodiaoyu.com/diaochang/shanghai/42040.html,http://p2.diaoyur.cn/group2/M00/04/DD/cjd0iVc5xCIQSKwgEqo6U8Xkj4z1l.jpg!thum,北七滧往北 齐西路附近,免费
插乌效欢乐塘,https://www.haodiaoyu.com/diaochang/shanghai/42039.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iV1guHKLeWzpnmoJCX2dIEBOV.jpg!thum,插乌效车站,150元/8小时
六滧港河,https://www.haodiaoyu.com/diaochang/shanghai/42038.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iV8JqUwBtfmgMbICFVpSjPras.jpg!thum,崇明向化镇六滧港,免费
直河,https://www.haodiaoyu.com/diaochang/shanghai/42037.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVcxfItpvWSE2J4HAa-LXyRVr.jpg!thum,崇明6号河路,免费
东兴垂钓中心,https://www.haodiaoyu.com/diaochang/shanghai/42036.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVV0jYATiUI5adw2FBECNWLeD.jpg!thum,东兴垂钓中心,18元/斤
小黑鱼塘,https://www.haodiaoyu.com/diaochang/shanghai/42035.html,http://p4.diaoyur.cn/group4/M00/05/65/cjd0iV0bt38ngfl6jxirSHaT-WLId.jpg!thum,崇明县横沙乡通沙河路（通沙河路走到最东头）,18元/斤
北环河南桥,https://www.haodiaoyu.com/diaochang/shanghai/42034.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iViHpk4Jn75m-XrSNj3U28FBP.jpg!thum,长兴渔港,免费
丁字坝,https://www.haodiaoyu.com/diaochang/shanghai/42033.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVUMjANK8-2dQS7EIJRplCzvn.jpg!thum,上海市崇明县丁字坝主河道,免费
庙港河支流,https://www.haodiaoyu.com/diaochang/shanghai/42032.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVZVh7IOC65jYeKTaB0Um3fpQ.jpg!thum,庙港河支流,免费
,,,,
,,,,
小洪桥鱼塘,https://www.haodiaoyu.com/diaochang/shanghai/42031.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iV4y6GcznxjCiKshLDkVIMRFJ.jpg!thum,长兴岛小洪桥路（团结村14组）,15元/斤
三圩河,https://www.haodiaoyu.com/diaochang/shanghai/42030.html,http://p5.diaoyur.cn/group5/M00/01/65/cjd0iVu-OC6LvD4tcXHjya5fVJUn7.jpg!thum,崇明县长兴镇金淼路与丰富路交叉口,免费
滩涂河,https://www.haodiaoyu.com/diaochang/shanghai/42029.html,http://p2.diaoyur.cn/group2/M00/04/DD/cjd0iVx7m0IeNw6V1SRdnCjZoWq43.jpg!thum,上海市崇明县滩涂河,免费
聚友花园鱼塘,https://www.haodiaoyu.com/diaochang/shanghai/42028.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iV3Ta2IqrEH68Ao9JRhvmclCW.jpg!thum,长兴岛潘石村3号旁（潘石南河支行),15-16元/斤
外高桥水闸,https://www.haodiaoyu.com/diaochang/shanghai/42027.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVYvKgIrFa9OfMpiHoEPqeBJ5.jpg!thum,杨高北一路上海东雷汽车滚装服务公司南100米,免费
东川河,https://www.haodiaoyu.com/diaochang/shanghai/42026.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVR4i9-U20nS7YToht16vNwjF.jpg!thum,上海市浦东新区东川河,免费
外环运河主河道,https://www.haodiaoyu.com/diaochang/shanghai/42025.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVAi6kRb9o385x4rmqGLVfSt7.jpg!thum,外环运河主河道,免费
川杨河主河道,https://www.haodiaoyu.com/diaochang/shanghai/42024.html,http://p2.diaoyur.cn/group2/M00/04/DD/cjd0iVs1kyGtqxrwHmKRCWBZD2-3b.jpg!thum,川杨河主河道,免费
卫生院后面,https://www.haodiaoyu.com/diaochang/shanghai/42023.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVGK7IVFnQferCEDUhoazlJxi.jpg!thum,北新园路459弄，高东卫生院北面,免费
中虹家园,https://www.haodiaoyu.com/diaochang/shanghai/42022.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVO9zKdXDEphvw6U4BtjSVuLC.jpg!thum,上海市浦东新区中虹家园北门,免费
洲海路桥下,https://www.haodiaoyu.com/diaochang/shanghai/42021.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVAIfBh4UjV7MRvFcy9TWz1ag.jpg!thum,赵高路洲海路桥下面赵高路旁边,免费
胜利桥高桥港河,https://www.haodiaoyu.com/diaochang/shanghai/42020.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iV6Hp-sXWl1MkB4CdmS7ZUDFz.jpg!thum,浦东新区高桥镇胜利路桥,免费
东林河主河道,https://www.haodiaoyu.com/diaochang/shanghai/42019.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVUyZnl8z3ke7OIdAcH-LKD65.jpg!thum,东林河主河道,免费
杨家沟河,https://www.haodiaoyu.com/diaochang/shanghai/42018.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iV1qY2xiN-dBFC7kKnHUaDPOp.jpg!thum,杨家沟路赵环路交叉口,免费
宝钢四村生态河,https://www.haodiaoyu.com/diaochang/shanghai/42017.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVWyt9TvcjQLVFpq1gClBdIDh.jpg!thum,盘古路友谊支路口,免费
护厂河支流,https://www.haodiaoyu.com/diaochang/shanghai/42016.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVg1AHILRx25BFaeYlbVn0mo9.jpg!thum,护厂河支流,免费
通源河,https://www.haodiaoyu.com/diaochang/shanghai/42015.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVtkrI8al5pH2i03FORm-d9bM.jpg!thum,通源河,免费
仓房浜河,https://www.haodiaoyu.com/diaochang/shanghai/42014.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iV1JEksfPURBTuSb2rlmWyZD-.jpg!thum,江东路双城路路口,免费
东靖路大河,https://www.haodiaoyu.com/diaochang/shanghai/42013.html,http://p2.diaoyur.cn/group2/M00/04/DD/cjd0iVmwe1fui-y2SzEQoaY47gpUC.jpg!thum,东靖路大河顺着一片地直走300米,免费
阿伟垂钓,https://www.haodiaoyu.com/diaochang/shanghai/42012.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVXfLEjV0uTpSYKmsGlNo1Zb-.jpg!thum,浦东新区景雅路北天歌华庭西北200米,100元/天
,,,,
,,,,
咸塘浜河,https://www.haodiaoyu.com/diaochang/shanghai/42011.html,http://p2.diaoyur.cn/group2/M00/04/DD/cjd0iVvjPGuC67X2gkNzRASebywiO.jpg!thum,兰嵩路与谐安路交叉口,免费
北泗塘河,https://www.haodiaoyu.com/diaochang/shanghai/42010.html,http://p2.diaoyur.cn/group2/M00/04/DD/cjd0iVK-50oyFIYhi7TpPm1v6zAON.jpg!thum,北泗塘河,免费
五岳河桥支流,https://www.haodiaoyu.com/diaochang/shanghai/42009.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVEhUrVpOjfnSHlb1cT6v3LAI.jpg!thum,五岳河桥支流,免费
杨盛河主河道,https://www.haodiaoyu.com/diaochang/shanghai/42008.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVCWy2nJoFlUBwzLaOGuj7QRg.jpg!thum,杨盛河主河道,免费
川杨河,https://www.haodiaoyu.com/diaochang/shanghai/42007.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVHcZrGi9lKXstw8fLejQqkAB.jpg!thum,跃丰路与跃益路交叉口（米长港桥下）,免费
盛家浜钓场,https://www.haodiaoyu.com/diaochang/shanghai/42006.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iV6vcA7nEkOfaNug4X8mHCQSq.jpg!thum,顾唐路新光东支路南头圆通快递南50米,免费
锦绣东路野河,https://www.haodiaoyu.com/diaochang/shanghai/42005.html,http://p2.diaoyur.cn/group2/M00/04/DD/cjd0iVXVb4HskMjBUZGer6KW0JQL-.jpg!thum,华东路与锦绣东路交叉处,免费
亿琳垂钓园,https://www.haodiaoyu.com/diaochang/shanghai/42004.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVf6GsJ-9xyuDSvKBAUQ38TFa.jpg!thum,宝山区集宁东路60号,14元/斤
高浦港钓场,https://www.haodiaoyu.com/diaochang/shanghai/42003.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVym0IBJ7fO23HkPNCoTLjq6t.jpg!thum,高浦港主河道,免费
湄浦河,https://www.haodiaoyu.com/diaochang/shanghai/42002.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVvaEJIhqS-Gw2Nzj0FXAWOgY.jpg!thum,上海宝山区铁峰路友谊路,免费
马路河德都路支流,https://www.haodiaoyu.com/diaochang/shanghai/42001.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVs1GSBpnzl5Kew09oLA-NaMr.jpg!thum,德都路110号,免费
兰岗河,https://www.haodiaoyu.com/diaochang/shanghai/42000.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iV1PfZmo4RB0-biv8eOtSY5Ac.jpg!thum,兰岗河主河道,免费
曹家沟湾口,https://www.haodiaoyu.com/diaochang/shanghai/41999.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVuhoRA1eykJ-EIZYrgfSswzn.jpg!thum,曹家沟湾口,免费
国权北路,https://www.haodiaoyu.com/diaochang/shanghai/41998.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iV291f8tQG7qismpSL4xNPXhE.jpg!thum,国权北路国帆路交叉处,免费
颜家河,https://www.haodiaoyu.com/diaochang/shanghai/41997.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVY0p7LBeoy5lvSMEidKAu4jN.jpg!thum,罗东路上，与罗北路交叉路口向南100米，颜家桥,免费
淞沪河支流,https://www.haodiaoyu.com/diaochang/shanghai/41996.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVF3CG0oxXdW5cvn-bgKYp7jI.jpg!thum,淞沪河支流,免费
虬江主河道,https://www.haodiaoyu.com/diaochang/shanghai/41994.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVQvuDzqh72iLAIemncCMGHg0.jpg!thum,虬江主河道,免费
浦媚河,https://www.haodiaoyu.com/diaochang/shanghai/41993.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVdJSXDLkam5UIZx6s42iPl3p.jpg!thum,上海市宝山区浦媚河,免费
唐兴路野河,https://www.haodiaoyu.com/diaochang/shanghai/41991.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVIojW1PxG7qFk5fzMDyaeQpY.jpg!thum,齐爱路599号与唐兴路交汇处东南,免费
淞南公园练杆塘,https://www.haodiaoyu.com/diaochang/shanghai/41990.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVAOPhBpg4JRfdGFlYWaE8yiK.jpg!thum,淞南公园内,50元/天
,,,,
,,,,
何家湾支流,https://www.haodiaoyu.com/diaochang/shanghai/41989.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iV1LxqdcUE6Kpf-gsN4lTJ3kz.jpg!thum,何家湾支流,免费
王泥塘湾,https://www.haodiaoyu.com/diaochang/shanghai/41988.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVkYU8byVCEtnJBqp-Rlz2A6H.jpg!thum,王泥塘湾,免费
潘泾河,https://www.haodiaoyu.com/diaochang/shanghai/41987.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVSqFC1azwOrWEVvGM08l49Up.jpg!thum,潘泾河主河道,免费
沪华河,https://www.haodiaoyu.com/diaochang/shanghai/41986.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVriS6kLKTd0IlMOxowEA52bN.jpg!thum,沪华河,免费
金明路河浜,https://www.haodiaoyu.com/diaochang/shanghai/41985.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVUjPNvgRmn2G-AuXky9h3clx.jpg!thum,金明路中环下,免费
沙埔河,https://www.haodiaoyu.com/diaochang/shanghai/41984.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVrCFuoPA7DVQ4q3HInBwxifb.jpg!thum,沙埔河主河道,免费
西泗塘河,https://www.haodiaoyu.com/diaochang/shanghai/41983.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVhwfUHtiGKoabZxps09Fn3e-.jpg!thum,西泗塘河主河道,免费
沈行鱼塘,https://www.haodiaoyu.com/diaochang/shanghai/41982.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVfsvNAtDjVxe9-GuZC76oJ0E.jpg!thum,宝山区顾村镇星星村跃进路沈行西1号旁,15元/斤
南泗塘河主河道,https://www.haodiaoyu.com/diaochang/shanghai/41980.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iV7MxnvTKqR4ZHLOdCUoysPh9.jpg!thum,南泗塘河主河道,免费
钱鑫河,https://www.haodiaoyu.com/diaochang/shanghai/41979.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVTudLVO7KBMHyCvGDQFtcbIA.jpg!thum,钱鑫河,免费
积福鱼塘,https://www.haodiaoyu.com/diaochang/shanghai/41978.html,http://p4.diaoyur.cn/group4/M00/05/65/cjd0iV74H2jcDmfYpv9FOoBIJ0yTS.jpg!thum,宝山区王家村积福东路（王家垂钓中心北）,50-100元/8小时
俞湾路河,https://www.haodiaoyu.com/diaochang/shanghai/41977.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVQw1KFyiCr-hHmWYV32fnEZb.jpg!thum,嘉定区 徐行镇 安新村 俞湾路,免费
江东路桥,https://www.haodiaoyu.com/diaochang/shanghai/41976.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iV4jusnLJo8El5AG2x1ZRDWSa.jpg!thum,张江路江东路进来二百米,免费
龙东大道,https://www.haodiaoyu.com/diaochang/shanghai/41975.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVVuIXToWBcPdfQlFDhkgq82C.jpg!thum,张江路丹桂路过红绿灯，派出所大门进右转。,免费
湄浦河支流,https://www.haodiaoyu.com/diaochang/shanghai/41974.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iV6ZDdeEFlAMk2Xvh1NHLBrsc.jpg!thum,湄浦河支流,免费
斗鱼休闲垂钓园,https://www.haodiaoyu.com/diaochang/shanghai/41973.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVcwspfemYBJVN3UkgFiSj7a1.jpg!thum,刘行镇谭杨村潘泾路806号向前10米湄星路囗北50米,80-150元/天
程家桥,https://www.haodiaoyu.com/diaochang/shanghai/41972.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVbC4LuSZ8iUK3HTBtP2FopaY.jpg!thum,锦绣东路云山路到底,免费
浦东运河主河道,https://www.haodiaoyu.com/diaochang/shanghai/41971.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVrX53CcAHFsJfMaq-mQ9ztiG.jpg!thum,浦东运河主河道,免费
东菱泾主河道,https://www.haodiaoyu.com/diaochang/shanghai/41970.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVx-OuioCtGwnaYDqTkpS7NLA.jpg!thum,东菱泾主河道,免费
育才河,https://www.haodiaoyu.com/diaochang/shanghai/41969.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVQXz7dF69KZW4J0VAf-YlDen.jpg!thum,育才河,免费
,,,,
,,,,
慧智人工湖,https://www.haodiaoyu.com/diaochang/shanghai/41968.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVHROdhIFyZvenrAofakG5-b4.jpg!thum,高斯路,免费
小李宅鱼塘,https://www.haodiaoyu.com/diaochang/shanghai/41967.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVkb24JzUNjLqw9y-sGCdV38r.jpg!thum,徐铺路小李宅,100元/天
荻泾河,https://www.haodiaoyu.com/diaochang/shanghai/41966.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iV-WLirzAK1gMIZeFhdByTYpE.jpg!thum,上海市宝山区荻泾河主河道,免费
孙家湾,https://www.haodiaoyu.com/diaochang/shanghai/41965.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVtduSf7b0R9nlrLK1BVy82XJ.jpg!thum,孙家湾,免费
娄塘河,https://www.haodiaoyu.com/diaochang/shanghai/41964.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVM84VTRbnWlIvH6OGuwPdfLi.jpg!thum,娄塘河支流,免费
荻泾河道沙埔河交界,https://www.haodiaoyu.com/diaochang/shanghai/41963.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVuw5A9SPDmzIoVGgZEB-evpd.jpg!thum,沪太路4929号,免费
大场浦主河道,https://www.haodiaoyu.com/diaochang/shanghai/41962.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVBW4Q9cjnhLEAu58GK0JYtxO.jpg!thum,大场浦主河道,免费
小树林拆迁地,https://www.haodiaoyu.com/diaochang/shanghai/41961.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVsOqwnK30T8BGe6vtuWJxlQf.jpg!thum,华夏中路加油站对面靠近申江路,免费
清枫钓场,https://www.haodiaoyu.com/diaochang/shanghai/41960.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iV0AKkCBOhPc-dzEqYIrVXUJN.jpg!thum,施钱路陈白路宗明液压配套设备厂对面,150元/天
眼镜钓场,https://www.haodiaoyu.com/diaochang/shanghai/41959.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVRihp8BA4ezna1bvXsKZwkCM.jpg!thum,宣桥镇宣春路桥南250米,200元/天
绿东河,https://www.haodiaoyu.com/diaochang/shanghai/41958.html,http://p3.diaoyur.cn/group3/M00/04/DB/cjd0iVCTy4BP5LUutsWY9vgGQoJdq.jpg!thum,东绿路189号,免费
白莲泾支流,https://www.haodiaoyu.com/diaochang/shanghai/41957.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iV5haVrTsLQWNvgMcwuEk6tRj.jpg!thum,白莲泾支流,免费
南山河湾口,https://www.haodiaoyu.com/diaochang/shanghai/41956.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVRZF-VbtioafX9ANpBkw3czj.jpg!thum,南山河湾口,免费
大场机场,https://www.haodiaoyu.com/diaochang/shanghai/41955.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVs8jGr-t2D6BCJRPeXQlgMIh.jpg!thum,大场机场内,200元/天
练祁河,https://www.haodiaoyu.com/diaochang/shanghai/41954.html,http://p4.diaoyur.cn/group4/M00/05/61/cjd0iVpMv7nhuP3c5FeHwxTtK0QWi.jpeg!thum,宝山区月浦镇戴家寨钱陆路桥下两边,免费
大场鱼塘,https://www.haodiaoyu.com/diaochang/shanghai/41953.html,http://p4.diaoyur.cn/group4/M00/05/65/cjd0iVSAB9Fl-Pnb742D0sX3QpNaL.jpg!thum,宝山区场中路界华路交叉口北150米路西,15-50元/斤
沔北路钓场,https://www.haodiaoyu.com/diaochang/shanghai/41952.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iV52svt1nxyzwOWkhXY6QBGf7.jpg!thum,沔北路金科南路边上,免费
拱极路听潮路桥,https://www.haodiaoyu.com/diaochang/shanghai/41951.html,http://p6.diaoyur.cn/group6/M00/00/DB/cjd0iVTycnsvZShbg0624q1ARwKIX.jpg!thum,听潮路与拱极路交叉向西50米。彩虹雅苑。,免费
莫泰168,https://www.haodiaoyu.com/diaochang/shanghai/41950.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVo5B9ghPOSeLUE4v8btkaCRG.jpg!thum,镇中心路7号,免费
先塘钓塘,https://www.haodiaoyu.com/diaochang/shanghai/41949.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iVtSHVZ5ojWpP-2BJECyldsrg.jpg!thum,嘉定区娄塘镇先塘村四队,150元/天
,,,,
,,,,
周浦花海,https://www.haodiaoyu.com/diaochang/shanghai/41948.html,http://p4.diaoyur.cn/group4/M00/04/DB/cjd0iV25lJokOQMizDXsSpKv-3jnY.jpg!thum,周邓公路，申江路交叉口向东600米即到,120元/5小时
龙游港,https://www.haodiaoyu.com/diaochang/shanghai/41947.html,http://p2.diaoyur.cn/group2/M00/04/DE/cjd0iVt3Yarj750AdK-XegpIunLom.jpg!thum,三灶菜市场,免费
横沥河,https://www.haodiaoyu.com/diaochang/shanghai/41946.html,http://p5.diaoyur.cn/group5/M00/00/DB/cjd0iVuv1obXT6K70EOqxMQtRS5zm.jpg!thum,横沥河,免费
